Country Code,Year,AG.LND.TOTL.K2,EG.CFT.ACCS.ZS,EG.ELC.ACCS.ZS,EN.ATM.CO2E.PC,IT.CEL.SETS.P2,IT.NET.USER.ZS,NY.ADJ.DRES.GN.ZS,NY.ADJ.SVNX.GN.ZS,NY.GDP.MKTP.CD,NY.GDP.PCAP.CD,SE.PRM.CMPT.ZS,SE.PRM.ENRR,SE.SEC.ENRR,SE.TER.ENRR,SH.XPD.CHEX.GD.ZS,SL.EMP.TOTL.SP.ZS,SL.TLF.ACTI.ZS,SL.UEM.TOTL.ZS,SP.DYN.LE00.IN,SP.POP.GROW,SP.POP.TOTL,SP.RUR.TOTL.ZS,SP.URB.TOTL.IN.ZS,Region,Income Group
COG,2022,341500.0,39.65,50.6,1.2545916697736688,96.78757313,8.65,24.98331204335412,-32.3664961222094,15817030156.945892,2649.2306336946745,65.1859970092773,87.6686172485352,65.6210021972656,12.2616300582886,3.87537813,53.87,68.54,20.261,63.053,2.28055584966535,5970424.0,31.263999999999996,68.736,Sub-Saharan Africa,Lower middle income
COL,2020,1109500.0,92.6,99.7,1.5522594228207756,132.8719623,69.79533474,1.92785529565366,4.99941971153997,270348342541.46512,5308.164707175122,99.6276016235352,107.083686828613,101.499450683594,55.7331085205078,8.71432114,53.285,68.275,15.983,74.769,1.47010203160178,50930662.0,18.575000000000003,81.425,Latin America & Caribbean,Upper middle income
COL,2022,1109500.0,93.6,100.0,1.5522594228207756,155.7854178,72.79637704,4.214525286949862,1.76303915079955,345329875078.5117,6657.086696773547,97.1171035766602,104.830467224121,101.573776245117,59.2901382446289,9.01772404,56.497,68.308,10.547,73.659,0.691481571303501,51874024.0,17.950000000000003,82.05,Latin America & Caribbean,Upper middle income
COM,2020,1861.0,8.3,85.6,0.4071121828506784,96.95013186,21.16321517,1.59303806195291,2.56149497895264,1225039196.6109135,1519.5867806517683,81.409049987793,106.206192016602,62.869499206543,59.2901382446289,5.86521959,41.123,44.924,5.884,64.166,1.90094081397491,806166.0,70.62,29.38,Sub-Saharan Africa,Lower middle income
COM,2022,1861.0,9.6,89.9,0.4071121828506784,100.2382961,27.33694319,1.62054641457388,6.4654980204483,1242519407.7760253,1484.892465320415,81.409049987793,106.206192016602,62.869499206543,59.2901382446289,6.33513117,41.586,45.395,5.854,63.68,1.82699354985146,836774.0,70.136,29.864,Sub-Saharan Africa,Lower middle income
CPV,2020,4030.0,81.1,93.7,1.0651517231909928,93.49323768,63.16119125,0.666475921263896,26.3276726419433,1821565613.6861308,3126.3998587225915,85.5104904174805,95.9991912841797,87.3078079223633,20.2174491882324,6.12421703,46.756,58.463,14.66,74.808,0.96752416855618,582640.0,33.348,66.652,Sub-Saharan Africa,Lower middle income
CPV,2022,4030.0,83.0,97.1,1.0651517231909928,99.2317289,69.76225648,0.827766044177785,24.1968998387929,2303738020.1514816,3883.9111591716105,87.521240234375,96.402099609375,86.4913024902344,20.2174491882324,6.90378904,50.361,61.514,12.272,74.722,0.884624344860865,593149.0,32.455,67.545,Sub-Saharan Africa,Lower middle income
CRI,2020,51060.0,95.9,99.9,1.35999554957394,146.6370492,80.53018608,0.0029369016504744,15.433192866592,62395610760.39118,12179.256673519512,96.7528686523438,109.79963684082,135.900039672852,54.7189712524414,7.8254571,50.66,66.697,16.432,79.277,0.755771068349343,5123105.0,19.229,80.771,Latin America & Caribbean,Upper middle income
CRI,2022,51060.0,96.4,100.0,1.35999554957394,152.0251489,82.59801121,0.0080753823735033,17.0388724591052,69243626028.59358,13365.356399254557,100.99577331543,107.611297607422,133.159164428711,54.7189712524414,7.56881428,54.529,68.32,11.325,77.32,0.520031291578434,5180829.0,17.958,82.042,Latin America & Caribbean,Upper middle income
CUB,2020,103800.0,94.7,99.9,2.152769678474728,58.95001353,71.11907507,0.6500226386049002,17.0388724591052,107351800000.0,9499.57250428248,94.6259384155273,101.090461730957,102.037956237793,45.9299087524414,12.48639679,52.02,63.347,1.4,77.567,-0.141475202325743,11300698.0,22.805999999999997,77.194,Latin America & Caribbean,Upper middle income
CUB,2022,103800.0,94.7,100.0,2.152769678474728,67.78418241,71.11907507,0.6500226386049002,17.0388724591052,107351800000.0,9499.57250428248,92.4178771972656,99.8729629516602,103.670539855957,51.0785484313965,13.78727818,55.239,67.356,1.254,78.155,-0.393269982974889,11212191.0,22.599000000000004,77.401,Latin America & Caribbean,Upper middle income
CUW,2020,444.0,94.7,100.0,2.152769678474728,89.81023625,68.12721625,0.6500226386049002,17.0388724591052,2534327597.765363,16356.093359441378,92.4178771972656,113.350883483887,129.470260620117,14.878999710083,13.78727818,55.239,67.356,1.254,78.01707317073172,-1.59676619476798,154947.0,10.938000000000002,89.062,Latin America & Caribbean,High income
CUW,2022,444.0,94.7,100.0,2.152769678474728,88.26771323,68.12721625,0.6500226386049002,17.0388724591052,3073840325.4328494,20492.815311293965,92.4178771972656,123.561996459961,129.470260620117,15.9010000228882,13.78727818,55.239,67.356,1.254,78.01707317073172,-1.56965834139861,149996.0,10.974999999999994,89.025,Latin America & Caribbean,High income
CYM,2020,240.0,94.7,100.0,2.152769678474728,148.5663349,81.06769325,0.6500226386049002,17.0388724591052,5655357984.242185,84018.33257925427,100.0,94.1054382324219,97.3954010009766,47.5509986877441,13.78727818,55.239,67.356,1.254,78.01707317073172,1.76406837687354,67311.0,0.0,100.0,Latin America & Caribbean,High income
CYM,2022,240.0,94.7,100.0,2.152769678474728,146.7652929,81.06769325,0.6500226386049002,17.0388724591052,6600844001.537206,96073.76359469631,97.4587020874023,87.6824264526367,101.511993408203,44.5449981689453,13.78727818,55.239,67.356,1.254,82.00975609756098,0.83308238204777,68706.0,0.0,100.0,Latin America & Caribbean,High income
CYP,2020,9240.0,100.0,100.0,5.47199800894842,139.6351351,90.80194644,0.005654370404099,1.23004822957273,25227189744.908283,28281.412109375,100.368499755859,100.735160827637,101.427406311035,92.9377593994141,8.41,57.936,73.785,7.755,81.391,0.705573414651573,1237537.0,33.179,66.821,Europe & Central Asia,High income
CYP,2022,9240.0,100.0,100.0,5.47199800894842,148.7380631,89.60095366,0.0100884757071389,2.01511815707264,29250532020.074577,32048.248046875,99.9796371459961,99.1028137207031,102.499496459961,96.5377883911133,9.43,60.686,76.757,6.807,81.889,0.585013504929064,1251488.0,33.089,66.911,Europe & Central Asia,High income
CZE,2020,77198.53,100.0,100.0,8.304017495838886,123.4438209,81.33889705,0.2462016435719982,8.68828160203121,245974558654.04297,22992.87938333477,96.695198059082,99.7845306396484,99.3292617797852,67.1843719482422,9.2136879,58.265,76.474,2.551,78.17560975609756,0.243222682211879,10697858.0,25.938999999999993,74.061,Europe & Central Asia,High income
CZE,2022,77186.83,100.0,100.0,8.304017495838886,128.4101866,84.54009378,0.222302201728212,9.78363439454468,290565654835.8094,27226.61563860233,98.3559036254883,99.8488922119141,100.097846984863,69.1061782836914,9.4887867,58.57,77.126,2.224,79.02926829268293,1.5709725672011,10672118.0,25.623000000000005,74.377,Europe & Central Asia,High income
GER,2020,349390.0,100.0,100.0,7.255221028168403,128.8867207,89.81294133,0.0396520572133387,13.2463803745989,3887727161914.408,46749.4762280016,98.3834915161133,101.996658325195,101.307800292969,72.3894195556641,12.69255257,58.309,78.821,3.856,81.04146341463415,0.0816931586494595,83160871.0,22.546999999999997,77.453,Europe & Central Asia,High income
GER,2022,349390.0,100.0,100.0,7.255221028168403,125.2251369,91.62984383,0.0295485628853888,14.580617422939,4082469490797.681,48717.991140212755,100.973701477051,101.346549987793,101.203536987305,75.6655426025391,12.65471077,59.375,79.88,3.135,80.70560975609757,0.720875455989295,83797985.0,22.352000000000004,77.648,Europe & Central Asia,High income
DJI,2020,23180.0,10.1,64.5,0.3923291712378778,39.81402662,61.26152265,0.332449614680865,9.02297776252494,3185150981.032067,2921.738706232931,50.1253509521484,61.9247207641602,42.6256408691406,75.6655426025391,2.15048313,22.657,32.753,27.645,62.694,1.49363957876332,1090156.0,21.938,78.062,Middle East & North Africa,Lower middle income
DJI,2022,23180.0,10.3,65.0,0.3923291712378778,46.32720375,68.86318451,0.281995991179442,9.02297776252494,3674298479.076755,3278.1386958249996,56.1042709350586,64.3954010009766,45.0077781677246,75.6655426025391,2.87667227,23.495,33.45,26.367,62.859,1.37371534912362,1120849.0,21.620000000000005,78.38,Middle East & North Africa,Lower middle income
DMA,2020,750.0,87.55,100.0,2.261268143621085,103.6294691,77.0650479,0.0456634599735039,-21.5315663198538,504214814.8148148,7003.469891170425,82.9100036621094,91.7111511230469,87.2360000610352,75.6655426025391,5.99901152,23.495,33.45,26.367,73.649,0.790672282535559,71995.0,28.909999999999997,71.09,Latin America & Caribbean,Upper middle income
DMA,2022,750.0,86.7,100.0,2.261268143621085,85.85731647,80.93300506,0.0329700805046429,-21.5315663198538,607159259.2592592,8347.323360315371,84.4064407348633,91.8765411376953,86.9956817626953,75.6655426025391,6.50494003,23.495,33.45,26.367,72.981,0.44781644121254,72737.0,28.299999999999997,71.7,Latin America & Caribbean,Upper middle income
DEN,2020,40000.0,100.0,100.0,4.691237307516337,124.4957422,96.54914573,0.1136317000499122,18.5960679747119,354762748338.6615,60836.59241216378,99.7000274658203,100.459587097168,129.995193481445,82.6643295288086,10.56,58.522,78.827,5.637,81.60243902439025,0.291641177476633,5831404.0,11.884,88.116,Europe & Central Asia,High income
DEN,2022,40000.0,100.0,100.0,4.691237307516337,126.549332,97.86011812,0.2340518334956315,20.4651190138328,400167196948.7074,67790.05399232758,99.8858795166016,100.244453430176,130.326995849609,84.5866088867188,9.5,60.591,80.322,4.434,81.3048780487805,0.787502464739957,5903037.0,11.632999999999996,88.367,Europe & Central Asia,High income
DOM,2020,47531.0,91.9,100.0,2.080181721914415,81.72601454,82.19830578,0.8390013395696382,17.7860630270362,78844656298.17764,7167.914974328092,97.0056610107422,105.925239562988,80.0444107055664,58.7264099121094,4.93998051,56.66,63.818,6.126,72.889,1.07655224672892,10999664.0,17.459999999999994,82.54,Latin America & Caribbean,Upper middle income
DOM,2022,47531.0,92.8,98.1,2.080181721914415,90.39141331,85.24298638,1.4425761660804304,21.8944833715013,113537368176.1303,10111.245711026144,89.4886322021484,100.492286682129,76.5283203125,58.6280784606934,4.91815567,59.743,67.332,5.504,74.17,0.992978304770296,11228821.0,16.152,83.848,Latin America & Caribbean,Upper middle income
DZA,2020,2381741.0,99.7,99.7,3.718223370307596,104.842178,63.94999611,7.600867342259372,14.2817852879805,164873415325.20148,3794.40952448639,102.240936279297,110.33056640625,76.5283203125,53.6140289306641,6.14268684,33.893,42.824,14.04,74.453,1.73245672803153,43451666.0,26.266999999999996,73.733,Middle East & North Africa,Lower middle income
DZA,2022,2381741.0,99.7,100.0,3.718223370307596,109.1653573,70.77,12.790533310571952,15.7754239270383,225560256621.7572,5023.252931649279,94.7113876342773,108.343933105469,105.932548522949,53.4012489318848,5.5283432,36.593,45.641,12.437,77.129,1.62833925417918,44903225.0,25.22799999999999,74.772,Middle East & North Africa,Lower middle income
ECU,2020,248360.0,94.4,98.9,1.9575753492533088,88.04208636,70.7,2.33936013727819,6.39644596809167,95865472000.0,5450.433761195821,98.2158584594727,97.683967590332,99.8858871459961,57.9376602172852,8.35889626,56.406,63.512,6.127,72.153,1.40190462603926,17588595.0,35.834,64.166,Latin America & Caribbean,Upper middle income
ECU,2022,248360.0,94.5,100.0,1.9575753492533088,97.16544081,69.71811352,5.74761865404566,2.65951238961659,116586079000.0,6476.644575301372,99.6715698242188,97.5341033935547,98.1546936035156,57.9376602172852,8.28661728,63.413,69.208,3.761,77.894,1.13559975243065,18001000.0,35.43000000000001,64.57,Latin America & Caribbean,Upper middle income
EGY,2020,995450.0,99.9,100.0,1.961122572089288,88.73336258,71.91420096,2.29861440741765,4.42344476309354,383817841547.0992,3571.556906513504,96.5726165771484,98.8963928222656,83.1626281738281,40.012939453125,4.15384626,38.303,44.029,7.974,70.99,1.73312957205986,107465134.0,57.217,42.783,Middle East & North Africa,Lower middle income
EGY,2022,995450.0,99.9,100.0,1.961122572089288,93.20626903,72.19806524,3.6813239563663647,-0.45470550361995,476747720364.7416,4295.407495610141,97.4728698730469,91.5901794433594,85.5924224853516,37.8184509277344,4.60955143,40.967,46.471,7.344,70.159,1.56907383039584,110990103.0,57.033,42.967,Middle East & North Africa,Lower middle income
ERI,2020,121040.829,10.4,51.4,0.1986575429684116,50.64867425,14.17998705,3.6813239563663647,-0.45470550361995,476747720364.7416,4295.407495610141,59.4560012817383,72.036003112793,42.7939987182617,3.00972008705139,4.15886974,72.142,79.135,6.307,67.133,1.61739994313834,3555868.0,58.653,41.347,Sub-Saharan Africa,Low income
ERI,2022,121040.829,10.5,55.4,0.1986575429684116,49.74709362,21.73038628,3.6813239563663647,-0.45470550361995,476747720364.7416,4295.407495610141,59.4560012817383,72.036003112793,42.7939987182617,3.00972008705139,4.15077114,73.433,80.124,5.941,66.604,1.74475945969517,3684032.0,57.375,42.625,Sub-Saharan Africa,Low income
ESP,2020,499556.645,100.0,100.0,4.2795945712140995,117.4899328,93.20564892,0.0085268984429826,6.8674863846357,1278128867875.49,26984.296277027945,96.0053405761719,103.410423278809,117.367767333984,90.9548492431641,10.74565983,47.577,72.273,15.532,82.33170731707318,0.488502131838585,47365655.0,19.19,80.81,Europe & Central Asia,High income
ESP,2022,499733.244,100.0,100.0,4.2795945712140995,124.0994495,94.4855432,0.0386458889686458,8.01104530787172,1417800466262.6514,29674.54428644133,99.1650314331055,102.899139404297,119.114921569824,94.5903778076172,10.74003887,50.082,74.1,12.917,83.08292682926832,0.761701877296859,47778340.0,18.696,81.304,Europe & Central Asia,High income
EST,2020,42750.0,100.0,100.0,5.338399815873676,144.8567221,89.05828666,0.374756824367254,14.2965583321277,31330419851.148724,23565.175943796887,95.801399230957,98.3466720581055,112.527702331543,72.0443572998047,7.57906532,59.077,79.067,6.956,78.59512195121953,0.197559185177642,1329522.0,30.771,69.229,Europe & Central Asia,High income
EST,2022,42750.0,100.0,100.0,5.338399815873676,155.0300061,91.02128973,0.751175020158322,16.5455895254376,37921480881.542946,28114.143176020098,98.5223922729492,99.2638168334961,112.551849365234,71.4251937866211,6.94306278,61.512,80.899,5.571,77.94390243902441,1.33655151148286,1348840.0,30.391000000000005,69.609,Europe & Central Asia,High income
ETH,2020,1128571.265,7.4,51.1,0.1544317715902046,37.97222807,16.42294727,5.506785572987288,16.1602347741379,107657734392.44585,918.6525940774184,64.0929565429688,114.557319641113,112.551849365234,10.3819999694824,3.48096275,76.627,81.505,4.024,65.371,2.65485915620519,117190911.0,78.305,21.695,Sub-Saharan Africa,Low income
ETH,2022,1128571.265,8.8,55.0,0.1544317715902046,56.02453443,16.6981031,5.836613027008066,14.193319415249,126772703047.70145,1027.4986313632471,62.1419982910156,85.5350036621094,112.551849365234,10.3819999694824,3.20824432,77.474,82.03,3.493,65.645,2.54208920295403,123379924.0,77.339,22.661,Sub-Saharan Africa,Low income
FIN,2020,303940.0,100.0,100.0,6.570145127725746,128.7646479,92.17027106,0.0242379012655789,10.6979879578986,271886077382.10193,49169.71933884987,99.1813507080078,99.8175811767578,143.122909545898,96.4726333618164,9.63,54.414,78.133,7.759,81.93170731707318,0.143641197212847,5529543.0,14.483000000000004,85.517,Europe & Central Asia,High income
FIN,2022,303947.7,100.0,100.0,6.570145127725746,128.6830329,92.98879471,0.0834290547581801,11.2338317691308,281887430795.72095,50734.71074808885,98.3830795288086,98.6190185546875,144.852462768555,104.944221496582,10.25,56.321,79.631,6.719,81.1878048780488,0.271944526506117,5556106.0,14.319000000000004,85.681,Europe & Central Asia,High income
FJI,2020,18270.0,51.8,97.1,1.1170962884416062,107.7223274,84.8767809,1.4146584064982002,5.18250749988568,4432466219.876845,4815.689129417642,101.580001831055,111.690002441406,91.0530014038086,50.558910369873,4.76918268,52.917,58.09,4.623,67.924,0.212846220439299,920422.0,42.753,57.247,East Asia & Pacific,Upper middle income
FJI,2022,18270.0,56.1,92.0,1.1170962884416062,107.2344015,87.65996651,2.123265125508037,5.18250749988568,4979979531.272499,5356.164380362908,111.730003356934,108.043998718262,84.1119995117188,50.558910369873,5.38085365,54.99,60.449,4.481,68.312,0.556091460082176,929766.0,41.771,58.229,East Asia & Pacific,Upper middle income
FRA,2020,547557.0,100.0,100.0,3.9536824518799136,112.8271405,84.70640914,0.0256010714736677,5.96989012490859,2647418691598.4507,39179.74425960567,111.730003356934,102.732612609863,104.428581237793,68.4094924926758,12.13096142,50.162,71.704,8.01,82.17560975609757,0.271350507669993,67571107.0,19.02500000000001,80.975,Europe & Central Asia,High income
FRA,2022,547557.0,100.0,100.0,3.9536824518799136,118.8472962,85.33331549,0.0300782559451585,9.25134693841546,2779092236505.847,40886.253268027256,111.730003356934,102.696418762207,104.280151367188,70.794189453125,12.30787277,52.07,74.311,7.308,82.22926829268293,0.305015246719983,67971311.0,18.491,81.509,Europe & Central Asia,High income
FRO,2020,1366.0,100.0,100.0,3.9536824518799136,112.9695698,97.58195894,0.0300782559451585,9.25134693841546,3262045883.372933,62234.968680204765,111.730003356934,102.696418762207,104.280151367188,70.794189453125,12.30787277,52.07,74.311,7.308,82.89756097560976,1.41026007721943,52415.0,57.602,42.398,Europe & Central Asia,High income
FRO,2022,1370.0,100.0,100.0,3.9536824518799136,111.9592346,97.58195894,0.0300782559451585,9.25134693841546,3555929833.050505,66979.27732248079,111.730003356934,102.696418762207,104.280151367188,70.794189453125,12.30787277,52.07,74.311,7.308,83.3,0.379320886225017,53090.0,57.221,42.779,Europe & Central Asia,High income
FSM,2020,700.0,13.2,81.9,0.958913885073056,19.62428416,40.12946709,0.0180233570744568,9.25134693841546,372000000.0,3318.2880488109467,78.5390014648438,90.1630020141602,104.280151367188,70.794189453125,10.84531593,52.07,74.311,7.308,70.674,0.650605243674555,112106.0,77.06700000000001,22.933,East Asia & Pacific,Lower middle income
FSM,2022,700.0,13.2,85.3,0.958913885073056,19.4464824,40.40961941,0.0161998222617596,9.25134693841546,430000000.0,3766.5113345713185,86.802001953125,91.5279998779297,104.280151367188,70.794189453125,10.96059132,52.07,74.311,7.308,70.925,0.908957180951961,114164.0,76.783,23.217,East Asia & Pacific,Lower middle income
GAB,2020,257670.0,90.0,91.1,2.33327357514897,133.0177927,70.78874796,10.112888063217593,9.25134693841546,15314577167.821096,6680.082670353832,72.9150009155273,100.588996887207,67.1429977416992,19.6200008392334,3.41300368,35.948,47.494,21.273,66.531,2.19563704311712,2292573.0,9.908,90.092,Sub-Saharan Africa,Upper middle income
GAB,2022,257670.0,90.9,93.5,2.33327357514897,125.387067,71.74940641,14.431993750482636,9.25134693841546,21071739227.94216,8820.347338099984,72.9150009155273,100.588996887207,67.1429977416992,19.6200008392334,2.70633149,38.598,50.444,20.501,65.694,2.02168710210066,2388992.0,9.265,90.735,Sub-Saharan Africa,Upper middle income
GBR,2020,241930.0,100.0,100.0,4.601142250901347,117.8163133,94.81820132,0.5615486683525158,3.29190335661587,2697806592293.8604,40217.00901169857,97.6972885131836,98.5916595458984,114.169616699219,69.986572265625,12.15863419,59.991,78.04,4.472,80.35121951219514,0.365758263815142,67081234.0,16.096999999999994,83.903,Europe & Central Asia,High income
GBR,2022,241930.0,100.0,100.0,4.601142250901347,120.8191165,96.68023657,0.5615486683525158,3.29190335661587,3088839763445.0234,45564.15694480128,97.6750717163086,98.5245819091797,111.909187316895,82.6516494750977,11.34454918,59.873,77.552,3.73,82.05853658536587,1.13444824466953,67791000.0,15.602000000000004,84.398,Europe & Central Asia,High income
GEO,2020,69490.0,89.6,100.0,2.7547091961890193,135.4280451,72.53157487,0.7145480709155902,-2.80290719735924,16010869215.679968,4300.85701291207,95.0958023071289,101.76244354248,107.726676940918,71.3107528686523,8.43,55.963,68.68,11.73,72.765,0.0686562494680967,3722716.0,40.547,59.453,Europe & Central Asia,Upper middle income
GEO,2022,69490.0,92.2,100.0,2.7547091961890193,156.086567,78.71127536,1.1177215025635656,-5.09589124946475,24984568959.604965,6729.846599302833,111.292549133301,104.548118591309,103.779502868652,78.9377136230469,7.37,55.586,68.596,11.657,71.587,0.104889950638883,3712502.0,39.703,60.297,Europe & Central Asia,Upper middle income
GHA,2020,227533.0,28.3,85.4,0.6028874531426752,125.7336966,56.68215981,7.166315627998189,14.5722836672982,70043095503.6675,2176.5762180423885,88.0406112670898,96.8718109130859,73.2740478515625,18.6487197875977,4.01752424,66.02,69.941,3.285,64.114,2.06626880077022,32180401.0,42.651,57.349,Sub-Saharan Africa,Lower middle income
GHA,2022,227533.0,31.0,85.1,0.6028874531426752,119.6243981,68.2,10.8217990213884,4.45094717226065,74263364041.87419,2218.414757909927,92.0071716308594,96.5331573486328,76.7830963134766,20.3897304534912,4.15176868,66.495,70.578,3.084,63.945,1.93898294382388,33475870.0,41.385,58.615,Sub-Saharan Africa,Lower middle income
GIB,2020,10.0,31.0,100.0,0.6028874531426752,108.3465819,94.44447158,10.8217990213884,4.45094717226065,74263364041.87419,2218.414757909927,127.586212158203,126.371223449707,116.622688293457,20.3897304534912,4.15176868,66.495,70.578,3.084,82.198,0.0734012327661469,32709.0,0.0,100.0,Europe & Central Asia,High income
GIB,2022,10.0,31.0,100.0,0.6028874531426752,112.4322338,94.44447158,10.8217990213884,4.45094717226065,74263364041.87419,2218.414757909927,130.578506469727,127.165351867676,88.1603622436523,20.3897304534912,4.15176868,66.495,70.578,3.084,82.83,-0.0612388640957491,32649.0,0.0,100.0,Europe & Central Asia,High income
GIN,2020,245720.0,1.0,44.7,0.3436461508624701,104.466802,28.8232306,5.32180797218101,-12.4886526367575,14177835841.392267,1073.6593390013934,60.7978096008301,101.725708007812,37.3930015563965,5.77099990844727,3.876436,49.202,53.15,5.993,59.327,2.51225012110646,13205153.0,63.125,36.875,Sub-Saharan Africa,Lower middle income
GIN,2022,245720.0,1.1,47.7,0.3436461508624701,101.9442494,34.68012393,5.11555230156016,-14.3794473915526,20999229260.499454,1515.167947776121,63.1839981079102,97.9629974365234,35.9550018310547,6.7189998626709,3.75556707,49.763,53.489,5.328,58.985,2.39091413366776,13859341.0,62.332,37.668,Sub-Saharan Africa,Lower middle income
GMB,2020,10120.0,1.8,62.2,0.2375295989308448,104.038819,31.60419095,3.08013331923737,8.43511960375427,1812170891.1906917,704.0304628372206,71.6708374023438,91.4117889404297,35.9550018310547,6.7189998626709,3.72824287,57.397,61.337,5.858,62.612,2.56215324974841,2573995.0,37.418,62.582,Sub-Saharan Africa,Low income
GMB,2022,10120.0,1.7,65.4,0.2375295989308448,101.4408792,32.96228971,2.93040738548537,18.7838475795973,2175099789.9782925,803.8086550064792,75.2210006713867,92.3199996948242,101.391250610352,6.7189998626709,3.18962693,58.189,61.828,6.082,62.906,2.47214748808282,2705992.0,36.148,63.852,Sub-Saharan Africa,Low income
GNB,2020,28120.0,1.0,33.4,0.1632083689679873,94.94153271,27.90528061,10.9639967213306,-1.88187216574046,1520479984.5680752,754.2706940116295,75.2210006713867,92.3199996948242,101.391250610352,6.7189998626709,9.02139282,53.358,56.084,3.614,59.999,2.27645335668636,2015828.0,55.804,44.196,Sub-Saharan Africa,Low income
GNB,2022,28120.0,0.9,37.4,0.1632083689679873,125.9324571,35.15498736,10.4138191581412,-1.88187216574046,1714166526.4457347,814.111990051955,75.2210006713867,92.3199996948242,101.391250610352,6.7189998626709,8.2233429,54.126,56.6,3.204,59.861,2.15283930362989,2105566.0,54.959,45.041,Sub-Saharan Africa,Low income
GNQ,2020,28050.0,22.8,66.7,2.7257308516217233,46.62018522,53.83614077,16.36581331603194,-1.88187216574046,9893816007.7398,6198.942518519043,75.2210006713867,51.1990013122559,101.391250610352,5.3730001449585,3.89984655,48.148,54.385,9.075,60.708,2.73226949782894,1596049.0,26.90000000000001,73.1,Sub-Saharan Africa,Upper middle income
GNQ,2022,28050.0,21.9,67.0,2.7257308516217233,53.34269106,53.92240217,21.34273232233702,-1.88187216574046,13486788878.97569,8052.256529299335,75.2210006713867,51.1990013122559,101.391250610352,5.3730001449585,3.40450907,50.731,56.966,8.746,61.19,2.44420928980061,1674908.0,25.989999999999995,74.01,Sub-Saharan Africa,Upper middle income
GRC,2020,128900.0,100.0,100.0,4.7671849370183885,108.5687131,78.11584474,0.0274660927573484,-6.93096752205815,188480337285.6052,17617.29150570137,99.7571029663086,98.3282470703125,104.299583435059,143.310684204102,9.50363827,42.128,66.008,15.899,81.28780487804877,-0.214592106571664,10698599.0,20.284999999999997,79.715,Europe & Central Asia,High income
GRC,2022,128900.0,100.0,100.0,4.7671849370183885,109.0631741,83.17066333,0.0594589530287608,-2.05883308259416,217581324512.0592,20867.26908610868,98.8565216064453,98.6386108398438,105.525001525879,150.201766967773,9.17298794,45.357,68.654,12.426,80.63658536585366,-1.35539459324563,10426919.0,19.643,80.357,Europe & Central Asia,High income
GRD,2020,340.0,86.7,93.4,2.624067020855066,96.03519242,74.72185387,0.0594589530287608,-2.05883308259416,1043411111.111111,8437.536782312503,98.8565216064453,100.136589050293,102.078239440918,96.8923263549805,5.55900049,45.357,68.654,12.426,74.924,0.762219229220411,123663.0,63.463,36.537,Latin America & Caribbean,Upper middle income
GRD,2022,340.0,84.8,94.2,2.624067020855066,81.06733007,77.76723663,0.0594589530287608,-2.05883308259416,1224577777.7777777,9762.4147210397,98.8565216064453,83.4000015258789,102.078239440918,96.8923263549805,5.6984539,45.357,68.654,12.426,75.335,0.662275264266552,125438.0,63.132,36.868,Latin America & Caribbean,Upper middle income
GRL,2020,410450.0,84.8,100.0,2.624067020855066,117.7274837,69.48246178,0.0594589530287608,-2.05883308259416,3082884653.245599,54693.07668042647,98.8565216064453,83.4000015258789,102.078239440918,96.8923263549805,5.6984539,45.357,68.654,12.426,71.85073170731708,0.252238303411568,56367.0,12.718000000000004,87.282,Europe & Central Asia,High income
GRL,2022,410450.0,84.8,100.0,2.624067020855066,118.4236261,69.48246178,0.0594589530287608,-2.05883308259416,3235809504.298714,57116.29577072201,98.8565216064453,83.4000015258789,102.078239440918,96.8923263549805,5.6984539,45.357,68.654,12.426,71.54048780487807,0.0141200557976914,56661.0,12.272999999999996,87.727,Europe & Central Asia,High income
GTM,2020,107160.0,44.0,96.6,1.0004073356481926,117.4393951,47.51234167,0.2312340796130573,8.69046750525487,77715183063.2054,4609.897257528689,81.3348617553711,102.135482788086,51.9058113098145,18.6940002441406,6.46693325,55.952,59.458,2.953,71.797,1.51998785357799,16858333.0,48.164,51.836,Latin America & Caribbean,Upper middle income
GTM,2022,107160.0,46.2,99.1,1.0004073356481926,115.1820498,50.84164945,0.6059435507365942,9.2052074983424,95003330315.87544,5473.208564445892,87.0075531005859,103.906227111816,46.1119003295898,18.6940002441406,6.9008255,58.403,62.159,3.051,68.674,1.43986849494773,17357886.0,47.334,52.666,Latin America & Caribbean,Upper middle income
GUM,2020,540.0,46.2,100.0,1.0004073356481926,115.1820498,80.50546556,0.6059435507365942,9.2052074983424,5916000000.0,34958.13414799889,87.0075531005859,103.906227111816,46.1119003295898,18.6940002441406,6.9008255,57.844,68.55,6.227,76.612,0.359326132872351,169231.0,5.061999999999998,94.938,East Asia & Pacific,High income
GUM,2022,540.0,46.2,100.0,1.0004073356481926,115.1820498,80.50546556,0.6059435507365942,9.2052074983424,6910000000.0,40227.27537345582,87.0075531005859,103.906227111816,46.1119003295898,18.6940002441406,6.9008255,59.237,70.144,5.527,78.33,0.724496899820096,171774.0,4.909000000000006,95.091,East Asia & Pacific,High income
GUY,2020,196850.0,100.0,92.3,3.472771016630666,107.375546,81.8019792,12.04948558811619,9.2052074983424,5471256594.72422,6863.074345930166,87.0075531005859,99.12451171875,85.2426528930664,18.6940002441406,5.50584173,41.821,52.846,15.701,68.486,-0.194366443701065,797202.0,73.214,26.786,Latin America & Caribbean,High income
